buyer,category,n_tenders,technology_score
Alcaldia del Ayuntamiento de Benaocaz,Other,3,0
Alcaldia del Ayuntamiento de Bonares,Other,3,0
Alcaldia del Ayuntamiento de Campillo de Arenas,Other,3,0
Alcaldia del Ayuntamiento de Carcelén,Other,3,0
Alcaldia del Ayuntamiento de Escañuela,Other,3,0
Alcaldia del Ayuntamiento de Fuensanta,Other,3,0
Alcaldia del Ayuntamiento de Fuente Obejuna,Infrastructure & Hardware,3,3
Alcaldia del Ayuntamiento de Guadalupe,Other,3,0
Alcaldia del Ayuntamiento de La Guardia de Jaén,Other,3,0
Alcaldia del Ayuntamiento de Las Navas de la Concepción,Cloud,3,3
Alcaldia del Ayuntamiento de Los Palacios y Villafranca,Software & Development,3,3
Alcaldia del Ayuntamiento de Marinaleda,Cloud,3,3
Alcaldia del Ayuntamiento de Mogán,Cybersecurity,3,7
Alcaldia del Ayuntamiento de Mérida,Cloud,3,6
Alcaldia del Ayuntamiento de Mérida,Infrastructure & Hardware,3,3
Alcaldia del Ayuntamiento de Navalcán,Other,3,0
Alcaldia del Ayuntamiento de Palos de la Frontera,Software & Development,3,2
Alcaldia del Ayuntamiento de Pelayos de la Presa,Other,3,0
Alcaldia del Ayuntamiento de Portaje,Other,3,0
Alcaldia del Ayuntamiento de Pueblonuevo del Guadiana,Other,3,0
Alcaldia del Ayuntamiento de San Fernando,Infrastructure & Hardware,3,2
Alcaldia del Ayuntamiento de San Fernando,Software & Development,3,2
Alcaldia del Ayuntamiento de Vega de Espinareda,Other,3,0
Alcaldia del Concello de Crecente,Other,3,0
Alcaldía de Ayuntamiento de Belmez,Other,3,0
Alcaldía de Ayuntamiento de Cañete de Las Torres,Other,3,0
Alcaldía de Ayuntamiento de Encinas Reales,Other,3,0
Alcaldía de Ayuntamiento de Fuente Tójar,Other,3,0
Alcaldía de Ayuntamiento de Nueva Carteya,Other,3,0
Alcaldía de la EATIM de Cinco Casas,Other,3,0
Alcaldía del Ajuntament de Alcalalí,Other,3,0
Alcaldía del Ajuntament de Llucmajor,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento De Ainsa Sobrarbe,Other,3,0
Alcaldía del Ayuntamiento de Acebo,Other,3,0
Alcaldía del Ayuntamiento de Aguilafuente,Other,3,0
Alcaldía del Ayuntamiento de Aguilar del Río Alhama,Other,3,0
Alcaldía del Ayuntamiento de Albalat de la Ribera,Other,3,0
Alcaldía del Ayuntamiento de Alcantarilla,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Alcantarilla,Software & Development,3,3
Alcaldía del Ayuntamiento de Alcaucín,Other,3,0
Alcaldía del Ayuntamiento de Alcolea de Calatrava,Other,3,0
Alcaldía del Ayuntamiento de Alcollarín,Other,3,0
Alcaldía del Ayuntamiento de Alcántara,Other,3,0
Alcaldía del Ayuntamiento de Aldeatejada,Other,3,0
Alcaldía del Ayuntamiento de Aledo,Other,3,0
Alcaldía del Ayuntamiento de Alfamén,Other,3,0
Alcaldía del Ayuntamiento de Alforque,Other,3,0
Alcaldía del Ayuntamiento de Algeciras,Cloud,3,6
Alcaldía del Ayuntamiento de Algemesí,Other,3,0
Alcaldía del Ayuntamiento de Algimia d'Alfara,Other,3,0
Alcaldía del Ayuntamiento de Algueña,Other,3,0
Alcaldía del Ayuntamiento de Alhama de Aragón,Other,3,0
Alcaldía del Ayuntamiento de Alhaurín el Grande,Software & Development,3,4
Alcaldía del Ayuntamiento de Almodóvar del Campo,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Almoines,Other,3,0
Alcaldía del Ayuntamiento de Amieva,Other,3,0
Alcaldía del Ayuntamiento de Antigüedad,Other,3,0
Alcaldía del Ayuntamiento de Aragüés del Puerto,Other,3,0
Alcaldía del Ayuntamiento de Aras de los Olmos,Other,3,0
Alcaldía del Ayuntamiento de Arcos de la Llana,Other,3,0
Alcaldía del Ayuntamiento de Arnedillo,Other,3,0
Alcaldía del Ayuntamiento de Arrecife,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Arteixo,Software & Development,3,1
Alcaldía del Ayuntamiento de Atarfe,Software & Development,3,3
Alcaldía del Ayuntamiento de Badajoz,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Badolatosa,Cloud,3,3
Alcaldía del Ayuntamiento de Balazote,Other,3,0
Alcaldía del Ayuntamiento de Bareyo,Other,3,0
Alcaldía del Ayuntamiento de Barracas,Other,3,0
Alcaldía del Ayuntamiento de Baños de Montemayor,Other,3,0
Alcaldía del Ayuntamiento de Beceite,Other,3,0
Alcaldía del Ayuntamiento de Belvís de Monroy,Other,3,0
Alcaldía del Ayuntamiento de Benarrabá,Other,3,0
Alcaldía del Ayuntamiento de Benicàssim,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Benirredrà,Other,3,0
Alcaldía del Ayuntamiento de Benissanó,Other,3,0
Alcaldía del Ayuntamiento de Bienvenida,Other,3,0
Alcaldía del Ayuntamiento de Binaced,Other,3,0
Alcaldía del Ayuntamiento de Blesa,Other,3,0
Alcaldía del Ayuntamiento de Boal,Other,3,0
Alcaldía del Ayuntamiento de Brozas,Other,3,0
Alcaldía del Ayuntamiento de Bueu,Other,3,0
Alcaldía del Ayuntamiento de Bufali,Other,3,0
Alcaldía del Ayuntamiento de Cabanillas de la Sierra,Other,3,0
Alcaldía del Ayuntamiento de Cabañas del Castillo,Other,3,0
Alcaldía del Ayuntamiento de Cabezón de Pisuerga,Other,3,0
Alcaldía del Ayuntamiento de Cabrales,Other,3,0
Alcaldía del Ayuntamiento de Cabrerizos,Other,3,0
Alcaldía del Ayuntamiento de Cabuérniga,Other,3,0
Alcaldía del Ayuntamiento de Cacabelos,Other,3,0
Alcaldía del Ayuntamiento de Calera y Chozas,Other,3,0
Alcaldía del Ayuntamiento de Calles,Other,3,0
Alcaldía del Ayuntamiento de Canet d'en Berenguer,Software & Development,3,3
Alcaldía del Ayuntamiento de Carrizo de la Ribera,Other,3,0
Alcaldía del Ayuntamiento de Casas de Don Pedro,Other,3,0
Alcaldía del Ayuntamiento de Casas de Millán,Other,3,0
Alcaldía del Ayuntamiento de Casatejada,Other,3,0
Alcaldía del Ayuntamiento de Casinos,Other,3,0
Alcaldía del Ayuntamiento de Caso,Other,3,0
Alcaldía del Ayuntamiento de Castellanos de Moriscos,Other,3,0
Alcaldía del Ayuntamiento de Castielfabib,Other,3,0
Alcaldía del Ayuntamiento de Castilblanco de los Arroyos,Cloud,3,3
Alcaldía del Ayuntamiento de Castilleja de Guzmán,Other,3,0
Alcaldía del Ayuntamiento de Castro-Urdiales,Software & Development,3,0
Alcaldía del Ayuntamiento de Castrogonzalo,Other,3,0
Alcaldía del Ayuntamiento de Cazorla,Software & Development,3,3
Alcaldía del Ayuntamiento de Cedillo del Condado,Other,3,0
Alcaldía del Ayuntamiento de Cenicientos,Other,3,0
Alcaldía del Ayuntamiento de Cerdido,Other,3,0
Alcaldía del Ayuntamiento de Chella,Other,3,0
Alcaldía del Ayuntamiento de Chiclana de Segura,Other,3,0
Alcaldía del Ayuntamiento de Chulilla,Other,3,0
Alcaldía del Ayuntamiento de Cobeja,Other,3,0
Alcaldía del Ayuntamiento de Corbera,Other,3,0
Alcaldía del Ayuntamiento de Corcubión,Other,3,0
Alcaldía del Ayuntamiento de Cortegana,Other,3,0
Alcaldía del Ayuntamiento de Corvera de Toranzo,Other,3,0
Alcaldía del Ayuntamiento de Crevillent,Software & Development,3,0
Alcaldía del Ayuntamiento de Cáñar,Other,3,0
Alcaldía del Ayuntamiento de Dos Aguas,Other,3,0
Alcaldía del Ayuntamiento de Duruelo de la Sierra,Other,3,0
Alcaldía del Ayuntamiento de El Campello,Software & Development,3,2
Alcaldía del Ayuntamiento de El Garrobo,Other,3,0
Alcaldía del Ayuntamiento de El Pedernoso,Other,3,0
Alcaldía del Ayuntamiento de El Real de la Jara,Cloud,3,3
Alcaldía del Ayuntamiento de El Robledo,Other,3,0
Alcaldía del Ayuntamiento de El Tiemblo,Other,3,0
Alcaldía del Ayuntamiento de El Valle,Other,3,0
Alcaldía del Ayuntamiento de Enguídanos,Other,3,0
Alcaldía del Ayuntamiento de Entrambasaguas,Other,3,0
Alcaldía del Ayuntamiento de Entrimo,Other,3,0
Alcaldía del Ayuntamiento de Esparragosa de la Serena,Other,3,0
Alcaldía del Ayuntamiento de Fanzara,Other,3,0
Alcaldía del Ayuntamiento de Fernán Caballero,Other,3,0
Alcaldía del Ayuntamiento de Ferreira,Other,3,0
Alcaldía del Ayuntamiento de Fonz,Other,3,0
Alcaldía del Ayuntamiento de Fresno de Torote,Software & Development,3,2
Alcaldía del Ayuntamiento de Fuenlabrada de los Montes,Other,3,0
Alcaldía del Ayuntamiento de Fuente Carreteros,Other,3,0
Alcaldía del Ayuntamiento de Garganta la Olla,Other,3,0
Alcaldía del Ayuntamiento de Garrovillas de Alconétar,Other,3,0
Alcaldía del Ayuntamiento de Gascones,Other,3,0
Alcaldía del Ayuntamiento de Gata,Other,3,0
Alcaldía del Ayuntamiento de Genovés,Other,3,0
Alcaldía del Ayuntamiento de Gilet,Other,3,0
Alcaldía del Ayuntamiento de Guareña,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Gátova,Other,3,0
Alcaldía del Ayuntamiento de Güímar,Software & Development,3,3
Alcaldía del Ayuntamiento de Herce,Other,3,0
Alcaldía del Ayuntamiento de Higueruela,Other,3,0
Alcaldía del Ayuntamiento de Hondón de las Nieves,Other,3,0
Alcaldía del Ayuntamiento de Hoyos,Other,3,0
Alcaldía del Ayuntamiento de Huelma,Other,3,0
Alcaldía del Ayuntamiento de Huerta de Valdecarábanos,Other,3,0
Alcaldía del Ayuntamiento de Istán,Other,3,0
Alcaldía del Ayuntamiento de Iznatoraf,Other,3,0
Alcaldía del Ayuntamiento de Jabugo,Other,3,0
Alcaldía del Ayuntamiento de Jaén,Software & Development,3,1
Alcaldía del Ayuntamiento de Jubrique,Other,3,0
Alcaldía del Ayuntamiento de Jódar,Other,3,0
Alcaldía del Ayuntamiento de La Alberca de Záncara,Other,3,0
Alcaldía del Ayuntamiento de La Cumbre,Other,3,0
Alcaldía del Ayuntamiento de La Guijarrosa,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de La Losa,Other,3,0
Alcaldía del Ayuntamiento de La Pedraja de Portillo,Other,3,0
Alcaldía del Ayuntamiento de La Puebla de Almoradiel,Other,3,0
Alcaldía del Ayuntamiento de La Puebla de Montalbán,Other,3,0
Alcaldía del Ayuntamiento de La Puebla de los Infantes,Other,3,0
Alcaldía del Ayuntamiento de La Romana,Other,3,0
Alcaldía del Ayuntamiento de La Serna del Monte,Other,3,0
Alcaldía del Ayuntamiento de Laguna de Duero,Infrastructure & Hardware,3,1
Alcaldía del Ayuntamiento de Las Torres de Cotillas,Software & Development,3,3
Alcaldía del Ayuntamiento de Laspuña,Other,3,0
Alcaldía del Ayuntamiento de Ledesma,Other,3,0
Alcaldía del Ayuntamiento de Llaurí,Other,3,0
Alcaldía del Ayuntamiento de Los Barrios (Cádiz),Software & Development,3,1
Alcaldía del Ayuntamiento de Los Navalucillos,Other,3,0
Alcaldía del Ayuntamiento de Lucena del Puerto,Other,3,0
Alcaldía del Ayuntamiento de Madrigueras,Other,3,0
Alcaldía del Ayuntamiento de Maguilla,Other,3,0
Alcaldía del Ayuntamiento de Maire de Castroponce,Other,3,0
Alcaldía del Ayuntamiento de Mairena del Aljarafe,Cloud,3,5
Alcaldía del Ayuntamiento de Malpica de Tajo,Other,3,0
Alcaldía del Ayuntamiento de Manilva,Software & Development,3,4
Alcaldía del Ayuntamiento de Mansilla Mayor,Other,3,0
Alcaldía del Ayuntamiento de María de la Salut,Other,3,0
Alcaldía del Ayuntamiento de Massalavés,Other,3,0
Alcaldía del Ayuntamiento de Matapozuelos,Other,3,0
Alcaldía del Ayuntamiento de Mazaricos,Other,3,0
Alcaldía del Ayuntamiento de Medina de las Torres,Other,3,0
Alcaldía del Ayuntamiento de Menasalbas,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Menasalbas,Other,3,0
Alcaldía del Ayuntamiento de Millares,Other,3,0
Alcaldía del Ayuntamiento de Monforte de Moyuela,Other,3,0
Alcaldía del Ayuntamiento de Montanejos,Other,3,0
Alcaldía del Ayuntamiento de Montejaque,Other,3,0
Alcaldía del Ayuntamiento de Moraleja,Infrastructure & Hardware,3,5
Alcaldía del Ayuntamiento de Morón de la Frontera,Software & Development,3,3
Alcaldía del Ayuntamiento de Mota del Cuervo,Other,3,0
Alcaldía del Ayuntamiento de Muniesa,Other,3,0
Alcaldía del Ayuntamiento de Muro,Other,3,0
Alcaldía del Ayuntamiento de Muros de Nalón,Other,3,0
Alcaldía del Ayuntamiento de Nerpio,Other,3,0
Alcaldía del Ayuntamiento de Nogueira de Ramuín,Other,3,0
Alcaldía del Ayuntamiento de Novés,Other,3,0
Alcaldía del Ayuntamiento de O Incio,Other,3,0
Alcaldía del Ayuntamiento de Obejo,Other,3,0
Alcaldía del Ayuntamiento de Oia,Other,3,0
Alcaldía del Ayuntamiento de Oleiros,Software & Development,3,3
Alcaldía del Ayuntamiento de Onís,Other,3,0
Alcaldía del Ayuntamiento de Osa de la Vega,Other,3,0
Alcaldía del Ayuntamiento de Oña,Other,3,0
Alcaldía del Ayuntamiento de Padul,Other,3,0
Alcaldía del Ayuntamiento de Pantoja,Other,3,0
Alcaldía del Ayuntamiento de Pastriz,Other,3,0
Alcaldía del Ayuntamiento de Pedrola,Other,3,0
Alcaldía del Ayuntamiento de Pego,Other,3,0
Alcaldía del Ayuntamiento de Pelabravo,Other,3,0
Alcaldía del Ayuntamiento de Petrés,Other,3,0
Alcaldía del Ayuntamiento de Peñamellera Baja,Other,3,0
Alcaldía del Ayuntamiento de Picassent,Software & Development,3,2
Alcaldía del Ayuntamiento de Pinilla del Valle,Other,3,0
Alcaldía del Ayuntamiento de Poblete,Other,3,0
Alcaldía del Ayuntamiento de Polán,Other,3,0
Alcaldía del Ayuntamiento de Portas,Other,3,0
Alcaldía del Ayuntamiento de Pozohondo,Other,3,0
Alcaldía del Ayuntamiento de Pozuelo de Calatrava,Other,3,0
Alcaldía del Ayuntamiento de Pradoluengo,Other,3,0
Alcaldía del Ayuntamiento de Puebla de Don Fadrique,Other,3,0
Alcaldía del Ayuntamiento de Puente de Domingo Flórez,Other,3,0
Alcaldía del Ayuntamiento de Puertolas,Other,3,0
Alcaldía del Ayuntamiento de Puertollano,Software & Development,3,2
Alcaldía del Ayuntamiento de Puçol,Cloud,3,7
Alcaldía del Ayuntamiento de Quartell,Other,3,0
Alcaldía del Ayuntamiento de Rafelcofer,Other,3,0
Alcaldía del Ayuntamiento de Ramales de la Victoria,Other,3,0
Alcaldía del Ayuntamiento de Ribamontán al Mar,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Ribera del Fresno,Other,3,0
Alcaldía del Ayuntamiento de Rioja,Other,3,0
Alcaldía del Ayuntamiento de Riópar,Other,3,0
Alcaldía del Ayuntamiento de Roa de Duero,Other,3,0
Alcaldía del Ayuntamiento de Robleda,Other,3,0
Alcaldía del Ayuntamiento de Robregordo,Other,3,0
Alcaldía del Ayuntamiento de Ronda,Software & Development,3,2
Alcaldía del Ayuntamiento de Rota,Infrastructure & Hardware,3,1
Alcaldía del Ayuntamiento de Salvaleón,Other,3,0
Alcaldía del Ayuntamiento de San Bartolomé de la Torre,Other,3,0
Alcaldía del Ayuntamiento de San Juan de La Rambla,Other,3,0
Alcaldía del Ayuntamiento de San Lorenzo de Calatrava,Other,3,0
Alcaldía del Ayuntamiento de San Pablo de los Montes,Other,3,0
Alcaldía del Ayuntamiento de Sant Joanet,Other,3,0
Alcaldía del Ayuntamiento de Sant Jordi,Other,3,0
Alcaldía del Ayuntamiento de Santa Ana,Other,3,0
Alcaldía del Ayuntamiento de Santa Lucía de Tirajana,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Santa Marta,Other,3,0
Alcaldía del Ayuntamiento de Santo Adriano,Other,3,0
Alcaldía del Ayuntamiento de Sella,Other,3,0
Alcaldía del Ayuntamiento de Serradilla del Llano,Other,3,0
Alcaldía del Ayuntamiento de Simat de la Valldigna,Other,3,0
Alcaldía del Ayuntamiento de Sisante,Other,3,0
Alcaldía del Ayuntamiento de Solera de Gabaldón,Other,3,0
Alcaldía del Ayuntamiento de Sollana,Other,3,0
Alcaldía del Ayuntamiento de Soria,Software & Development,3,2
Alcaldía del Ayuntamiento de Sueca,Infrastructure & Hardware,3,1
Alcaldía del Ayuntamiento de Talayuelas,Other,3,0
Alcaldía del Ayuntamiento de Tardelcuende,Other,3,0
Alcaldía del Ayuntamiento de Teresa,Other,3,0
Alcaldía del Ayuntamiento de Teresa de Cofrentes,Other,3,0
Alcaldía del Ayuntamiento de Terrateig,Other,3,0
Alcaldía del Ayuntamiento de Teruel,Other,3,0
Alcaldía del Ayuntamiento de Torre Pacheco,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Torre de Juan Abad,Other,3,0
Alcaldía del Ayuntamiento de Torreorgaz,Other,3,0
Alcaldía del Ayuntamiento de Torreperogil,Other,3,0
Alcaldía del Ayuntamiento de Torres de Albanchez,Other,3,0
Alcaldía del Ayuntamiento de Torrijas,Other,3,0
Alcaldía del Ayuntamiento de Trujillo,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Turégano,Other,3,0
Alcaldía del Ayuntamiento de Udías,Other,3,0
Alcaldía del Ayuntamiento de Usagre,Other,3,0
Alcaldía del Ayuntamiento de Utebo,Software & Development,3,3
Alcaldía del Ayuntamiento de Utiel,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Valdaracete,Other,3,0
Alcaldía del Ayuntamiento de Valdelacalzada,Other,3,0
Alcaldía del Ayuntamiento de Valdemanco del Esteras,Other,3,0
Alcaldía del Ayuntamiento de Valdemoro,Other,3,0
Alcaldía del Ayuntamiento de Valderrueda,Other,3,0
Alcaldía del Ayuntamiento de Valencina de la Concepción,Software & Development,3,2
Alcaldía del Ayuntamiento de Valle de Abdalajís,Other,3,0
Alcaldía del Ayuntamiento de Valle de Valdebezana,Other,3,0
Alcaldía del Ayuntamiento de Valverde de Campos,Other,3,0
Alcaldía del Ayuntamiento de Valverde de Júcar,Other,3,0
Alcaldía del Ayuntamiento de Vega de San Mateo,Other,3,0
Alcaldía del Ayuntamiento de Venta del Moro,Other,3,0
Alcaldía del Ayuntamiento de Vera,Infrastructure & Hardware,3,2
Alcaldía del Ayuntamiento de Vilamartín de Valdeorras,Other,3,0
Alcaldía del Ayuntamiento de Vilar de Santos,Other,3,0
Alcaldía del Ayuntamiento de Villaconejos,Other,3,0
Alcaldía del Ayuntamiento de Villalonga,Other,3,0
Alcaldía del Ayuntamiento de Villamantilla,Other,3,0
Alcaldía del Ayuntamiento de Villanueva de la Reina,Other,3,0
Alcaldía del Ayuntamiento de Villanueva de los Infantes,Other,3,0
Alcaldía del Ayuntamiento de Villanueva del Trabuco,Other,3,0
Alcaldía del Ayuntamiento de Villar del Olmo,Other,3,0
Alcaldía del Ayuntamiento de Villar del Río,Other,3,0
Alcaldía del Ayuntamiento de Villarcayo de Merindad de Castilla la Vieja,Other,3,0
Alcaldía del Ayuntamiento de Villaverde del Río,Cloud,3,3
Alcaldía del Ayuntamiento de Villaverde del Río,Other,3,0
Alcaldía del Ayuntamiento de Vinalesa,Other,3,0
Alcaldía del Ayuntamiento de Viver,Other,3,0
Alcaldía del Ayuntamiento de Xirivella,Cloud,3,7
Alcaldía del Ayuntamiento de Yátova,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de Zagra,Other,3,0
Alcaldía del Ayuntamiento de Zufre,Other,3,0
Alcaldía del Ayuntamiento de la Villa de La Orotava,Infrastructure & Hardware,3,3
Alcaldía del Ayuntamiento de la Villa de La Orotava,Software & Development,3,2
Alcaldía del Ayuntamiento de Úbeda,Software & Development,3,0
Alcaldía del Ayuntamiento deCampanet,Other,3,0
Alcaldía del Concello de A Pobra de Trives,Other,3,0
Alcaldía del Concello de Punxín,Other,3,0
Alcaldía del Concello de San Amaro,Other,3,0
Alcaldía del ayuntamiento de Benifaió,Software & Development,3,3
Aragón Exterior S.A.U.,Other,3,0
Asamblea General del Consorcio de Entes Locales Valle del Tiétar,Other,3,0
Asamblea Regional de Murcia,Other,3,0
Asamblea Vecinal de la Entidad Local Menor de Fuencalderas,Other,3,0
Audiencia de Cuentas de Canarias,Other,3,0
Autoritat del Transport Metropolità,Software & Development,3,4
"Autoritat del Transport Metropolità, Consorci per a la coordinació del sistema metropolità del transport públic de l'àrea de Barcelona",Software & Development,3,3
Ayuntamiento de Bilbao - Área de Obras Públicas y Servicios,Other,3,0
Banco de España,Data & Analytics,3,2
"CANAL SUR RADIO Y TELEVISION, S.A.",Other,3,0
"CANAL SUR RADIO Y TELEVISION, S.A.",Software & Development,3,4
CONSORCI HOSPITAL CLÍNIC DE BARCELONA (HCB),Cloud,3,7
CONSORCIO PUNTOS VUELA DE ANDALUCÍA,Software & Development,3,5
Cartográfica de Canarias S.A.,Other,3,0
Centro Asociado de la UNED en Cartagena,Other,3,0
Centro de Atención a Personas con Discapacidad Física del IMSERSO de Guadalajara,Other,3,0
Centro de Estudios y Experimentación de Obras Públicas (CEDEX),Infrastructure & Hardware,3,3
Centro de Estudios y Experimentación de Obras Públicas (CEDEX),Software & Development,3,1
Comandancia Guardia Civil de Barcelona,Other,3,0
Comandancia Guardia Civil de Tarragona,Other,3,0
Comisión Ejecutiva de Gestión Integral del Agua de Huelva,Infrastructure & Hardware,3,3
"Comisión Ejecutiva de Transportes Urbanos de Sevilla, SAM",Software & Development,3,3
"Comisión Ejecutiva de la Corporación de Empresas Municipales de Sevilla A.I.E. (CEMS, A.I.E.)",Other,3,0
Comisión Ejecutiva de la Fundación Parque Científico de Madrid,Infrastructure & Hardware,3,1
Comisión Ejecutiva de la Fundación Parque Científico y Tecnológico de Castilla-La Mancha,Other,3,0
Comisión Ejecutiva de la Gerencia de Urbanismo de Sevilla,Cloud,3,4
Comisión Ejecutiva de la Limpieza Pública y Protección Ambiental Sociedad Anónima Municipal (LIPASAM),Software & Development,3,3
Comisión Ejecutiva del Consorcio CENIEH,Other,3,0
Comisión Ejecutiva del Consorcio de la Ciudad de Cuenca,Other,3,0
"Comisión Ejecutiva del Consorcio para el Diseño, Construcción, Equipamiento y Explotación del Centro de Láseres Pulsados Ultracortos Ultraintensos",Other,3,0
Comisión Ejecutiva del Grupo de Ciudades Patrimonio de la Humanidad de España,Other,3,0
Comisión Nacional del Mercado de Valores,Cloud,3,0
Comisión de Gobierno del Consorcio para la Ejecución de las Previsiones del Plan Zonal de Residuos 8. Área de Gestión A3,Other,3,0
"Comité Central de Compras de Navantia S.A., S.M.E.",Data & Analytics,3,2
Comité Econòmic i Social de la Comunitat Valenciana,Other,3,0
"Comité de Dirección de Enwesa Operaciones, S.A., S.M.E.",Software & Development,3,1
"Comunidad de Madrid.- Consejería de Vivienda, Transportes e Infraestructuras",Other,3,0
Concejal Presidente del Tagoror del Distrito Ofra-Costa Sur del Ayuntamiento de Santa Cruz de Tenerife,Other,3,0
"Concejal de Área de Turismo, Promoción Cultural, Fiestas, Mercado, Desarrollo Tecnológico Y Organismo Autónomo Local del Ayuntamiento de Puerto de la Cruz",Cloud,3,10
Concejalía Delegada de Contratación y Compras del Ayuntamiento de El Puerto de Santa María,Software & Development,3,2
Concejalía Delegada de Cultura del Ayuntamiento de Elche,Other,3,0
Concejalía Delegada de Deportes del Ayuntamiento de Santa Cruz de Tenerife,Other,3,0
"Concejalía Delegada de Desarrollo Económico, Innovación, Empleo, Comercio y  Consumo del Ayuntamiento de Burgos",Software & Development,3,3
Concejalía Delegada de Educación y Fomento del Empleo del Ayuntamiento de Málaga,Other,3,0
Concejalía Delegada de Hacienda y Régimen Interior del Ayuntamiento de Barbastro,Software & Development,3,5
Concejalía Delegada de Infraestructuras y Ciclo Integral del Agua del Ayuntamiento de Zaragoza,Other,3,0
"Concejalía Delegada de Ingeniería Industrial, Tráfico, Almacenes y Servicios del Ayuntamiento de Burgos",Other,3,0
Concejalía Delegada de Modernización Administrativa y Digitalización del Ayuntamiento de Burgos,Other,3,0
Concejalía Delegada de Seguridad Ciudadana y Emergencias del Ayuntamiento de Gijón,Other,3,0
Concejalía Delegada de Transformación Digital y Transparencia del Ayuntamiento de Zaragoza,Software & Development,3,0
"Concejalía Delegada de la Presidencia de la Junta Municipal del Distrito nº 3, Ciudad Jardín del Ayuntamiento de Málaga",Other,3,0
"Concejalía Delegada de la Presidencia de la Junta Municipal del Distrito nº 5, Palma Palmilla del Ayuntamiento de Málaga",Other,3,0
Concejalía Delegada del Ayuntamiento de Eivissa,Software & Development,3,2
Concejalía Delegada del Ayuntamiento de Torrent,Other,3,0
"Concejalía Delegada del Área de Hacienda, Contratación, Digitalización, Organización y Régimen Interior del Ayuntamiento de Siero",Other,3,0
Concejalía Delegada del Área de Territorio y Servicios Municipales del Ayuntamiento de Ontinyent,Other,3,0
Concejalía de Contratación del Ayuntamiento de Ondara,Software & Development,3,1
Concejalía de Patrimonio del Ayuntamiento de Benalmádena,Other,3,0
"Consejera Delegada de Asistencia Integral Tributaria, S.A (Asista Canarias)",Software & Development,3,4
"Consejera Insular Delegada de Accesibilidad, Informática, Nuevas Tecnologías y Planificación y Proyectos Estratégicos del Cabildo Insular de Fuerteventura",Software & Development,3,2
Consejero Delegado de la Empresa Municipal de Aguas de Málaga S.A.,Cybersecurity,3,4
Consejero Delegado de la Empresa Municipal de Aguas de Málaga S.A.,Data & Analytics,3,3
"Consejero Delegado de la Empresa Provincial Alicante Natura Red Ambiental de la Provincia de Alicante, S.A.",Infrastructure & Hardware,3,4
Consejero Delegado de la Sociedad Canaria de Fomento Económico S.A. - PROEXCA,Software & Development,3,0
Consejero Insular Delegado de Residuos del Cabildo Insular de Fuerteventura,Other,3,0
"Consejero de Área Insular de Aguas, Educación y Juventud, Sector Primario y Residuos del Cabildo Insular de Fuerteventura",Other,3,0
"Consejería Delegada Mancomunada de Actuacions Ambientals Integrals, S.L.",Infrastructure & Hardware,3,3
"Consejería Delegada de Agua y Residuos del Campo de Gibraltar, S.A. (ARCGISA)",Infrastructure & Hardware,3,3
"Consejería Delegada de Servicios Informáticos Local de Menorca, S.A.",Infrastructure & Hardware,3,0
"Consejería Delegada de la Empresa Provincial de Residuos y Medio Ambiente, S.A.",Other,3,0
"Consejería Insular del Medio Natural, Sostenibilidad, Seguridad y Emergencias del Cabildo Insular de Tenerife",Other,3,0
"Consejería de Administraciones Públicas, Justicia y Seguridad",Other,3,0
"Consejería de Agricultura, Ganadería y Desarrollo Rural de la Junta de Comunidades de Castilla- La Mancha",Software & Development,3,3
"Consejería de Agricultura, Ganadería, Medio Rural y Política Ambiental de la Junta de Castilla y León",Infrastructure & Hardware,3,3
"Consejería de Agricultura, Ganadería, Medio Rural y Política Ambiental de la Junta de Castilla y León",Other,3,0
"Consejería de Ciencia, Industria y Empleo del Principado de Asturias",Other,3,0
"Consejería de Cultura, Turismo y Deporte de la Comunidad Autónoma de Cantabria",Infrastructure & Hardware,3,3
"Consejería de Cultura, Turismo, Jóvenes y Deportes",Infrastructure & Hardware,3,3
Consejería de Economía y Hacienda de la Junta de Castilla y León,Software & Development,3,3
"Consejería de Economía, Comercio, Innovación Tecnológica, Turismo y Fomento de la Ciudad Autónoma de Melilla",Other,3,0
"Consejería de Economía, Hacienda e Innovación de las Illes Balears",Infrastructure & Hardware,3,3
"Consejería de Economía, Hacienda, Fondos Europeos y Transformación Digital de la Región de Murcia",Cybersecurity,3,3
Consejería de Educación y Cultura,Software & Development,3,3
