buyer,category,n_tenders,technology_score
Alcaldía del Ayuntamiento de Bocairent,Other,9,0
Alcaldía del Ayuntamiento de Breña Baja,Other,9,0
Alcaldía del Ayuntamiento de Briviesca,Other,9,0
Alcaldía del Ayuntamiento de Castuera,Other,9,0
Alcaldía del Ayuntamiento de Ciudad Rodrigo,Software & Development,9,9
Alcaldía del Ayuntamiento de Cobeña,Other,9,0
Alcaldía del Ayuntamiento de Collado Mediano,Other,9,0
Alcaldía del Ayuntamiento de Colmenar,Other,9,0
Alcaldía del Ayuntamiento de Cortes de la Frontera,Other,9,0
Alcaldía del Ayuntamiento de Covaleda,Other,9,0
Alcaldía del Ayuntamiento de Cárcheles,Other,9,0
Alcaldía del Ayuntamiento de Ferreries,Other,9,0
Alcaldía del Ayuntamiento de Frades,Other,9,0
Alcaldía del Ayuntamiento de Godella,Other,9,0
Alcaldía del Ayuntamiento de Guía de Isora,Software & Development,9,11
Alcaldía del Ayuntamiento de Herencia,Other,9,0
Alcaldía del Ayuntamiento de Huéscar,Other,9,0
Alcaldía del Ayuntamiento de La Adrada,Other,9,0
Alcaldía del Ayuntamiento de La Font de la Figuera,Other,9,0
Alcaldía del Ayuntamiento de Laguna de Duero,Software & Development,9,8
Alcaldía del Ayuntamiento de Las Torres de Cotillas,Other,9,0
Alcaldía del Ayuntamiento de Laviana,Other,9,0
Alcaldía del Ayuntamiento de Los Molinos,Other,9,0
Alcaldía del Ayuntamiento de Manuel,Other,9,0
Alcaldía del Ayuntamiento de Manzanares El Real,Other,9,0
Alcaldía del Ayuntamiento de Meis,Other,9,0
Alcaldía del Ayuntamiento de Monreal del Campo,Other,9,0
Alcaldía del Ayuntamiento de Montemayor,Other,9,0
Alcaldía del Ayuntamiento de Montserrat,Other,9,0
Alcaldía del Ayuntamiento de Mora,Other,9,0
Alcaldía del Ayuntamiento de Ontígola,Other,9,0
Alcaldía del Ayuntamiento de Palenciana,Other,9,0
Alcaldía del Ayuntamiento de Peñíscola,Other,9,0
Alcaldía del Ayuntamiento de Pina de Ebro,Other,9,0
Alcaldía del Ayuntamiento de Pravia,Other,9,0
Alcaldía del Ayuntamiento de Puebla de la Calzada,Other,9,0
Alcaldía del Ayuntamiento de Rois,Other,9,0
Alcaldía del Ayuntamiento de San Felices de Buelna,Other,9,0
Alcaldía del Ayuntamiento de San Martín del Tesorillo,Other,9,0
Alcaldía del Ayuntamiento de San Román de los Montes,Other,9,0
Alcaldía del Ayuntamiento de Santiponce,Other,9,0
Alcaldía del Ayuntamiento de Sober,Other,9,0
Alcaldía del Ayuntamiento de Tinajo,Other,9,0
Alcaldía del Ayuntamiento de Torralba de Calatrava,Other,9,0
Alcaldía del Ayuntamiento de Tous,Other,9,0
Alcaldía del Ayuntamiento de Valdestillas,Other,9,0
Alcaldía del Ayuntamiento de Valverde,Other,9,0
Alcaldía del Ayuntamiento de Vera,Software & Development,9,11
Alcaldía del Ayuntamiento de Vilaboa,Other,9,0
Alcaldía del Ayuntamiento de Villaluenga de la Sagra,Other,9,0
Comisión Ejecutiva de Animajoven SAU,Other,9,0
Comisión Permanente del Consorcio de Extinción de Incendios y Salvamento de la CARM,Other,9,0
"Comisión de Contratación de la Sociedad Estatal Loterías y Apuestas del Estado, S.M.E., S.A.",Cloud,9,21
"Comité Central de Compras de Navantia S.A., S.M.E.",Infrastructure & Hardware,9,2
Concejal de Contratación del Ayuntamiento de Torrejón de Ardoz,Software & Development,9,9
Concejalía Delegada de Fiestas del Ayuntamiento de Burgos,Other,9,0
"Concejalía Delegada de Innovación, Tecnología, Agenda Digital y Captación de Inversiones del Ayuntamiento de València",Software & Development,9,6
Concejalía Delegada de Recursos Humanos y Calidad,Other,9,0
"Concejalía Delegada de la Presidencia de la Junta Municipal del Distrito nº 7, Carretera de Cádiz del Ayuntamiento de Málaga",Other,9,0
"Consejero Delegado de Aguas de Valencia, S.A.",Other,9,0
"Consejería Delegada de Arona Desarrollo, S.A.",Software & Development,9,9
Consejería Delegada de Congresos y Turismo de Sevilla S.A.,Other,9,0
Consejería Delegada de la Empresa Municipal del Suelo y Vivienda de Getafe S.L.U.,Other,9,0
"Consejería de Agricultura, Ganadería y Medio Natural",Other,9,0
"Consejería de Hacienda, Administración Pública y Diálogo Social",Other,9,0
Consejería de Movilidad y Transformación Digital,Software & Development,9,13
"Consejería de Obras Públicas, Vivienda y Movilidad del Gobierno de Canarias",Other,9,0
Consejo Rector del Patronato Municipal de Deportes de Castellón,Other,9,0
"Consejo de Administración de Aguas de las Cuencas Mediterráneas, S.M.E., S.A. (ACUAMED)",Infrastructure & Hardware,9,9
"Consejo de Administración de Marratxi XXI, S.A.U.",Other,9,0
Consejo de Administración de Necrópolis de Valladolid S.A.(NEVASA),Other,9,0
"Consejo de Administración de Sociedad Mercantil Estatal Aguas de las Cuencas de España, S.A. (ACUAES)",Software & Development,9,8
"Consejo de Administración de Urbanizadora Municipal, S.A. (URBAMUSA)",Other,9,0
"Consejo de Administración de la Sociedad de Gestión de Activos procedentes de la Reestructuración Bancaria, S.A",Software & Development,9,3
Consejo de Administración del Patrimonio Nacional,Software & Development,9,8
"Conselleria de Economía, Hacienda y Administración Pública",Infrastructure & Hardware,9,2
Consorcio Provincial de Prevención y Extinción de Incendios de Badajoz,Other,9,0
Consorcio de Recursos Sociosanitarios y Asistenciales de las Illes Balears,Other,9,0
Cámara de Cuentas de Andalucía,Other,9,0
DIPUTACIÓN DE BARCELONA,Infrastructure & Hardware,9,10
Delegación Provincial de la Consejería de Desarrollo Sostenible en Cuenca,Software & Development,9,9
Diputación Foral de Bizkaia - Departamento de Infraestructuras y Desarrollo Territorial,Other,9,0
Diputación Provincial de Cádiz,Software & Development,9,9
Dirección General de Calidad y Evaluación Ambiental,Other,9,0
Dirección General de Correos Telecom,Other,9,0
Dirección General de SOLIMAT,Software & Development,9,7
Dirección General de la Marina Mercante,Other,9,0
Dirección General del Ente Público Radiotelevisión de Castilla-La Mancha,Other,9,0
"Dirección Gerencia de Unión de Mutuas, Mutua Colaboradora con la Seguridad Social Nº 267",Software & Development,9,7
"Dirección Gerente de Aguas Vega Sierra Elvira, S.A.",Other,9,0
Dirección Territorial de Educación y Universidades de Castellón,Other,9,0
Dirección de Gestión de la Fundación Instituto de Investigación Marqués de Valdecilla,Other,9,0
Dirección del Consorcio para el Equipamiento y Explotación del Laboratorio Subterráneo de Canfranc,Other,9,0
"Empresa Municipal de la Vivienda y Suelo de Madrid, S.A.",Software & Development,9,5
"Empresa Provincial de Informática, S.A.",Software & Development,9,10
Escuela Balear de Administración Pública (EBAP),Other,9,0
Ferrocarrils de la Generalitat de Catalunya,Software & Development,9,14
Fundación Rioja Salud,Other,9,0
Gerencia Territorial de Servicios Sociales de Soria,Other,9,0
Gerencia Territorial de Servicios Sociales de Valladolid,Other,9,0
Gerencia de Atención Especializada de Miranda de Ebro,Other,9,0
Gerencia de Atención Integrada de Almansa,Other,9,0
Gerencia de EGARSAT,Software & Development,9,8
Gerencia de FUNDECYT-PCTEX,Infrastructure & Hardware,9,9
Gerencia de Ferrocarrils de la Generalitat Valenciana,Software & Development,9,8
"Gerencia de GEBIDEXSA, S.A.U.",Other,9,0
Gerencia de Infraestructures i Serveis de Telecom. I Certificació S.A.U.,Infrastructure & Hardware,9,7
Gerencia de Mercados Centrales de Abastecimiento de Valencia S.A. (MERCAVALENCIA),Other,9,0
Gerencia de Servicios Comunitarios de Molina S.A. (SERCOMOSA),Other,9,0
"Gerencia de Urgencias, Emergencias y Transporte Sanitario",Other,9,0
INSS-Dirección provincial de Valencia,Other,9,0
INSS-Servicios Centrales-Subdirección General de Gestion Económico - Presupuestaria y Estudios Económicos,Other,9,0
Institut Català de la Salut (ICS),Software & Development,9,10
Instituto Social de la Marina -Dirección Provincial de Valencia,Other,9,0
Instituto Social de la Marina -Dirección Provincial de Vizcaya,Other,9,0
Jefatura de Asuntos Económicos del Estado Mayor del Ejército,Other,9,0
Jefatura de Intendencia de Asuntos Económicos Sur,Infrastructure & Hardware,9,7
Junta Rectora del Patronato Deportivo Municipal del Ayuntamiento de Gijón,Other,9,0
Junta de Contratación de los Servicios Centrales en el Ministerio de Hacienda,Software & Development,9,6
Junta de Gobierno Local del Ayuntamiento de Boqueixón,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Consell,Other,9,0
Junta de Gobierno Local del Ayuntamiento de El Álamo,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Jerez,Software & Development,9,8
Junta de Gobierno Local del Ayuntamiento de Jávea,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Marina de Cudeyo,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Mañón,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Muro,Other,9,0
Junta de Gobierno Local del Ayuntamiento de San Cristóbal de Segovia,Other,9,0
Junta de Gobierno Local del Ayuntamiento de San Fulgencio,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Sigüenza,Other,9,0
Junta de Gobierno Local del Ayuntamiento de Valdemorillo,Software & Development,9,0
Junta de Gobierno Local del Ayuntamiento de Villanueva del Río Segura,Other,9,0
Junta de Gobierno de Val de San Vicente,Other,9,0
Junta de Gobierno del Ayuntamiento Las Rozas,Software & Development,9,3
Junta de Gobierno del Ayuntamiento de Alcorcón,Software & Development,9,2
Junta de Gobierno del Ayuntamiento de Almazán,Other,9,0
Junta de Gobierno del Ayuntamiento de Comillas,Other,9,0
Junta de Gobierno del Ayuntamiento de Cádiz,Software & Development,9,5
Junta de Gobierno del Ayuntamiento de Córdoba,Infrastructure & Hardware,9,4
Junta de Gobierno del Ayuntamiento de Huétor Vega,Other,9,0
Junta de Gobierno del Ayuntamiento de L'Olleria,Other,9,0
Junta de Gobierno del Ayuntamiento de Lardero,Other,9,0
Junta de Gobierno del Ayuntamiento de Murcia,Software & Development,9,8
Junta de Gobierno del Ayuntamiento de Santa Cruz de Tenerife,Infrastructure & Hardware,9,2
Junta de Gobierno del Ayuntamiento de Valderredible,Other,9,0
Junta de Gobierno del Ayuntamiento de Viveiro,Other,9,0
Junta de Gobierno del Concello de Vila de Cruces,Other,9,0
Mesa de la Asamblea de Extremadura,Other,9,0
Mesa de las Cortes de Aragón,Other,9,0
Mesa del Senado,Software & Development,9,5
Patronato de Turismo de Melilla,Other,9,0
Patronato de la Fundació Foment del Turisme de Menorca,Other,9,0
Pleno del Ayuntamiento de Jaraba,Other,9,0
Presidencia - Sociedad Estatal de Participaciones Industriales (SEPI),Other,9,0
Presidencia Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC),Other,9,0
Presidencia de la Asociación de Desarrollo Rural Comarca de las Vegas y Alcarria de Alcalá (ARACOVE),Software & Development,9,10
Presidencia de la Asociación de Desenvolvemento Rural Condado Paradanta,Other,9,0
Presidencia de la Autoridad Portuaria de Huelva,Software & Development,9,7
Presidencia de la Autoridad Portuaria de Vilagarcía de Arousa y su ría,Other,9,0
Presidencia de la Comarca de Valdejalón,Other,9,0
Presidencia de la Diputación Provincial de Huelva,Infrastructure & Hardware,9,3
Presidencia de la Diputación Provincial de Salamanca,Infrastructure & Hardware,9,9
Presidencia de la Mancomunidad Cinco Villas,Other,9,0
Presidencia de la Mancomunidad THAM de Servicios Sociales,Other,9,0
Presidencia de la Mancomunidad de Servicios COMSERMANCHA,Other,9,0
Presidencia del Cabildo Insular de Lanzarote,Infrastructure & Hardware,9,3
Presidencia del Consejo de Administración de Guaguas Municipales S.A.,Other,9,0
"Presidencia del Consejo de Administración de la Sociedad Estatal de Infraestructuras del Transporte Terrestre, S.M.E., S.A.",Software & Development,9,9
Presidencia del Institut de l'Esport Hípic de Mallorca,Other,9,0
Presidencia del Instituto Valenciano de Competitividad Empresarial (IVACE),Software & Development,9,10
Presidencia del Patronato Deportivo Municipal del Ayuntamiento de Gijón,Other,9,0
Presidencia del Patronato Municipal de Cultura de Fuenlabrada,Other,9,0
Presidencia del Tribunal de Cuentas,Other,9,0
Rectorado de la Universidad Autónoma de Madrid,Infrastructure & Hardware,9,6
Rectorado de la Universidad Jaume I,Cloud,9,16
Rectorado de la Universidad Rey Juan Carlos,Software & Development,9,3
Rectorado de la Universidad de Alicante,Infrastructure & Hardware,9,7
Rectorado de la Universidad de Granada,Infrastructure & Hardware,9,3
Rectorado de la Universidad de Salamanca,Infrastructure & Hardware,9,10
Rectorado de la Universidad de Sevilla,Infrastructure & Hardware,9,3
SERVICIO MADRILEÑO DE SALUD-HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,Other,9,0
"Sección de Asuntos Económicos de la Jefatura Sistemas de Información, Telecomunicaciones y Asistencia Técnica",Software & Development,9,10
Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas,AI & Machine Learning,9,16
Secretaría General de la Federación Española de Municipios y Provincias,Software & Development,9,15
Secretaría General del Centro de Investigaciones Sociológicas,Other,9,0
Secretaría del Patronato de la Fundación Sociosanitaria de Castilla-La Mancha,Other,9,0
Servicio Público de Empleo de Castilla y León,Other,9,0
Servicio Regional de Empleo y Formación (SEF),Other,9,0
Servicio de Contratación y Compras del Ayuntamiento de San Bartolomé de Tirajana,Software & Development,9,9
Servicio de Empleo de las Illes Balears,Other,9,0
TGSS-Dirección provincial de Valladolid,Other,9,0
"Tenencia de Alcaldía de Hacienda, Contratación, Seguridad y Fiestas del Ayuntamiento de Arona",Other,9,0
"Teniente de Alcalde delegado de Vías y obras, Transición energética y Medio Ambiente del Ayuntamiento de Calviá",Other,9,0
Vicepresidencia de la Agencia Valenciana de la Innovació,Other,9,0
Vicepresidencia del Consejo de Administración de la Entidad Pública Empresarial Instituto de la Cultura y de las Artes de Sevilla (ICAS),Software & Development,9,9
"Área de Gobierno de Planificación, Desarrollo Urbano y Vivienda, Limpieza, Vías y Obras y Alumbrado del Ayuntamiento de Las Palmas de Gran Canaria",Software & Development,9,9
ADIF,Other,8,0
Aena. Dirección del Aeropuerto Adolfo Suárez Madrid-Barajas,Data & Analytics,8,2
Agencia Digital de Andalucía,Other,8,0
"Aigües de Barcelona, Empresa Metropolitana de Gestió del Cicle Integral de l'Aigua, S.A.",Software & Development,8,14
Alcalde del Ayuntamiento de Daroca,Other,8,0
Alcalde del Ayuntamiento de Herrera de Los Navarros,Other,8,0
Alcaldia de Ayuntamiento de Villanueva del Rey,Other,8,0
Alcaldia del Ayuntamiento de A Cañiza,Other,8,0
Alcaldia del Ayuntamiento de As Pontes de García Rodríguez,Other,8,0
Alcaldia del Ayuntamiento de Bellus,Other,8,0
Alcaldia del Ayuntamiento de Benimodo,Other,8,0
Alcaldia del Ayuntamiento de Cantillana,Other,8,0
Alcaldia del Ayuntamiento de Marinaleda,Other,8,0
Alcaldia del Ayuntamiento de Massalfassar,Other,8,0
Alcaldia del Ayuntamiento de San Nicolás del Puerto,Other,8,0
Alcaldia del Ayuntamiento de Villar del Arzobispo,Other,8,0
Alcaldía del Ayuntamiento de Agolada,Other,8,0
Alcaldía del Ayuntamiento de Aguadulce,Other,8,0
Alcaldía del Ayuntamiento de Agulo,Other,8,0
Alcaldía del Ayuntamiento de Alcaudete,Other,8,0
Alcaldía del Ayuntamiento de Alcolea del Río,Other,8,0
Alcaldía del Ayuntamiento de Almadén de la Plata,Other,8,0
Alcaldía del Ayuntamiento de Arcas,Other,8,0
Alcaldía del Ayuntamiento de Arroyo de la Luz,Other,8,0
Alcaldía del Ayuntamiento de Begíjar,Other,8,0
Alcaldía del Ayuntamiento de Benamargosa,Other,8,0
Alcaldía del Ayuntamiento de Beniel,Other,8,0
Alcaldía del Ayuntamiento de Burgo de Osma,Other,8,0
Alcaldía del Ayuntamiento de Burguillos,Other,8,0
Alcaldía del Ayuntamiento de Casar de Cáceres,Other,8,0
Alcaldía del Ayuntamiento de Castellar de la Frontera,Other,8,0
Alcaldía del Ayuntamiento de Castril,Other,8,0
Alcaldía del Ayuntamiento de Cañada Rosal,Other,8,0
Alcaldía del Ayuntamiento de Cervo,Other,8,0
Alcaldía del Ayuntamiento de Cocentaina,Other,8,0
Alcaldía del Ayuntamiento de Covelo,Other,8,0
Alcaldía del Ayuntamiento de Culla,Other,8,0
Alcaldía del Ayuntamiento de El Gastor,Other,8,0
Alcaldía del Ayuntamiento de Fernán Núñez,Other,8,0
Alcaldía del Ayuntamiento de Fortaleny,Other,8,0
Alcaldía del Ayuntamiento de Fuenterrobles,Other,8,0
Alcaldía del Ayuntamiento de Ibi,Other,8,0
Alcaldía del Ayuntamiento de Jimena de la Frontera,Other,8,0
Alcaldía del Ayuntamiento de La Roda,Other,8,0
Alcaldía del Ayuntamiento de La Villa de Tegueste,Other,8,0
Alcaldía del Ayuntamiento de Las Pedroñeras,Other,8,0
Alcaldía del Ayuntamiento de Los Corrales,Other,8,0
Alcaldía del Ayuntamiento de Los Silos,Other,8,0
Alcaldía del Ayuntamiento de Malagón,Other,8,0
Alcaldía del Ayuntamiento de Mancha Real,Other,8,0
Alcaldía del Ayuntamiento de Mollina,Other,8,0
Alcaldía del Ayuntamiento de Montejícar,Other,8,0
Alcaldía del Ayuntamiento de Montellano,Other,8,0
Alcaldía del Ayuntamiento de Montánchez,Other,8,0
Alcaldía del Ayuntamiento de Morales del Vino,Other,8,0
Alcaldía del Ayuntamiento de Patones,Other,8,0
Alcaldía del Ayuntamiento de Perales de Tajuña,Other,8,0
Alcaldía del Ayuntamiento de Petra,Other,8,0
Alcaldía del Ayuntamiento de Polanco,Other,8,0
Alcaldía del Ayuntamiento de Puebla de Don Rodrigo,Other,8,0
Alcaldía del Ayuntamiento de Quintanar del Rey,Other,8,0
Alcaldía del Ayuntamiento de Sallent de Gállego,Other,8,0
Alcaldía del Ayuntamiento de Salteras,Other,8,0
Alcaldía del Ayuntamiento de San Roque,Infrastructure & Hardware,8,0
Alcaldía del Ayuntamiento de San Vicente de Alcántara,Other,8,0
Alcaldía del Ayuntamiento de Santa Eugènia,Other,8,0
Alcaldía del Ayuntamiento de Santiago de Calatrava,Other,8,0
Alcaldía del Ayuntamiento de Sayalonga,Other,8,0
Alcaldía del Ayuntamiento de Segura de la Sierra,Other,8,0
Alcaldía del Ayuntamiento de Titulcia,Other,8,0
Alcaldía del Ayuntamiento de Villamartín,Other,8,0
Alcaldía del Ayuntamiento de Villarrubia de los Ojos,Other,8,0
Alcaldía del Ayuntamiento de Zahara,Other,8,0
Alcaldía del Ayuntamiento de Ágreda,Other,8,0
Alcaldía del Concello de Ponteceso,Other,8,0
Autoridad Portuaria de Cartagena,Software & Development,8,9
Ayuntamiento de Donostia/San Sebastián - Ayuntamiento de Donostia/San Sebastián,Other,8,0
"BARCELONA DE SERVEIS MUNICIPALS, S.A.",Other,8,0
"BARCELONA DE SERVEIS MUNICIPALS, S.A.",Software & Development,8,15
Banco de España,Infrastructure & Hardware,8,4
Batlia de l'Ajuntament d'Alcúdia,Other,8,0
"CANAL DE ISABEL II, S.A., M.P.",Infrastructure & Hardware,8,6
Centro de Investigación del Medio Ambiente,Other,8,0
Centro de Investigación y Tecnología Agroalimentaria (CITA),Other,8,0
Centro de Referencia Estatal de Atención al Daño Cerebral,Other,8,0
"Comité de Contratación de Aguas Municipalizadas de Alicante, Empresa Mixta",Infrastructure & Hardware,8,8
Concejal del Área de Servicios Generales y Desarrollo Comercial del Ayuntamiento de Puerto de la Cruz,Software & Development,8,8
Concejalía Delegada de Contratación del Ayuntamiento de Gandía,Infrastructure & Hardware,8,2
Concejalía Delegada de Contratación del Ayuntamiento de Gandía,Software & Development,8,7
Concejalía Delegada de Deportes del Ayuntamiento de Zaragoza,Other,8,0
"Concejalía Delegada de Economía, Empleo, Turismo e Innovación del Ayuntamiento de Gijón",Other,8,0
Concejalía Delegada de Medio Ambiente y Sostenibilidad del Ayuntamiento de Gijón,Other,8,0
"Concejalía Delegada de la Presidencia de la Junta Municipal del Distrito nº 11, Teatinos-Universidad del Ayuntamiento de Málaga",Other,8,0
"Concejalía Delegada del Área Específica de Derechos Sociales, Diversidad, Igualdad y Accesibilidad del Ayuntamiento de Málaga",Other,8,0
Concejalía de Contratación del Ayuntamiento de Palencia,Other,8,0
"Concejalía de Gobierno del Área de Seguridad, Movilidad y Accesibilidad Universal con competencias delegadas en Igualdad y Diversidad Afectivo Sexual del Ayuntamiento de Santa Cruz de Tenerife",Other,8,0
Concejalía de Hacienda del Ayuntamiento de Benalmádena,Software & Development,8,8
"Consejero de Área Insular de Infraestructuras, Carreteras, Planificación y Cooperación Municipal del Cabildo Insular de Fuerteventura",Other,8,0
"Consejería Delegada de Fomento Extremeño de Infraestructuras Industriales, S.A.U",Other,8,0
Consejería Delegada de Medina Global S.L.,Other,8,0
"Consejería Delegada de Spet, Turismo de Tenerife, S.A.",Other,8,0
"Consejería Insular de Empleo, Educación y Juventud del Cabildo Insular de Tenerife",Other,8,0
"Consejería de Desarrollo Rural, Ganadería, Pesca y Alimentación de la Comunidad Autónoma de Cantabria",Software & Development,8,8
"Consejería de Educación, Ciencia y Universidades. Dirección General de Infraestructuras y Servicios",Other,8,0
Consejería de Medio Ambiente y Movilidad del Ayuntamiento de Zaragoza,Other,8,0
"Consejería de Medio Ambiente, Servicios Urbanos y Vivienda de la Ciudad Autónoma de Ceuta",Other,8,0
"Consejería de Vivienda, Territorio y Movilidad de las Illes Balears",Other,8,0
Consejo Rector de la Agencia Albaicín Granada,Other,8,0
"Consejo de Administración de Aseo y Limpieza Municipales de Torremolinos, S.A.",Other,8,0
Consejo de Administración de Logroño Deporte S.A.,Other,8,0
Consejo de Administración de Mercados Centrales de Abastecimiento de Asturias S.A. (MERCASTURIAS),Other,8,0
Consejo de Administración de Servicios Municipales de Granadilla de Abona S.L.,Other,8,0
"Consejo de Administración de Spet, Turismo de Tenerife, S.A.",Software & Development,8,10
Consejo de Administración de la Autoridad Portuaria de Gijón,Other,8,0
Consejo de Administración de la Autoridad Portuaria de Las Palmas,Other,8,0
Consejo de Administración de la Empresa Municipal de Aguas de Gijón SA,Software & Development,8,1
Consejo de Administración de la Empresa Municipal de Transportes Urbanos de Gijón SA (EMTUSA),Other,8,0
"Consejo de Administración de la Empresa Provincial de Residuos y Medio Ambiente, S.A.",Other,8,0
"Consejo de Administración de la Sociedad Municipal Aguas de Burgos, S.A.",Other,8,0
"Consejo de Administración de la Sociedad Municipal Zaragoza Vivienda, S.L.U. (Medio Propio)",Other,8,0
"Consejo de Administración de la Societat Valenciana Fira Alacant, S.A.",Other,8,0
Consejo de Administración del Casino Taoro SA,Other,8,0
Consell Executiu del Consell Insular d'Eivissa,Infrastructure & Hardware,8,5
"Conselleria de Economía, Hacienda y Administración Pública",Software & Development,8,8
Consorcio IFMIF-DONES España,Other,8,0
Consorcio de Transportes de Mallorca,Infrastructure & Hardware,8,1
Consorcio de Transportes de Mallorca,Other,8,0
"Consorcio para la Construcción, Equipamiento y Explotación del Laboratorio de Luz Sincrotrón",Infrastructure & Hardware,8,8
Coordinación General de la Alcaldía,Other,8,0
"Coordinador General de Economía, Hacienda, Patrimonio y Contratación del Ayuntamiento de las Las Palmas de Gran Canaria",Other,8,0
"Cámara Oficial de Comercio, Industria, Servicios y Navegación de Sevilla",Other,8,0
Defensor del Pueblo Andaluz,Other,8,0
Delegación Especial de la Agencia Tributaria en Madrid,Other,8,0
Delegación Provincial de la Consejería de Bienestar Social en Guadalajara,Other,8,0
Dirección General de Relaciones con la Administración de Justicia,Other,8,0
"Dirección General de Renfe Ingeniería y Mantenimiento Sociedad Mercantil Estatal, S.A.",Software & Development,8,5
Dirección General de Salud Pública y Equidad en Salud,Other,8,0
Dirección General de la Fundación Centro Cultural Internacional Oscar Niemeyer-Principado de Asturias,Other,8,0
Dirección General de la Fundación Palau de Les Arts Reina Sofía,Infrastructure & Hardware,8,1
"Dirección General de la Sociedad de Gestión Pública de Extremadura, S.A.U.",Software & Development,8,6
Dirección General del INTA,Infrastructure & Hardware,8,3
Dirección Gerencia Hospital Universitario de Gran Canaria Doctor Negrín,Infrastructure & Hardware,8,4
"Dirección Gerencia de Mutua Balear, Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social Nº 183",Software & Development,8,4
"Dirección Territorial de Educación, Investigación, Cultura y Deporte - Valencia",Other,8,0
Dirección de Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS),AI & Machine Learning,8,16
Dirección de la Agencia de Régimen Especial Ciclo Integral Aguas del Retortillo,Other,8,0
Dirección de la Fundación Canaria General Universidad de la Laguna,Other,8,0
Dirección del Centro Universitario de la Defensa en Marín,Other,8,0
Dirección del Área de Salud de Tenerife,Other,8,0
"Dirección Área Jurídica y Prestación de MAZ, Mutua Colaboradora con la Seguridad Social, Nº 11",Software & Development,8,5
Director Científico del Instituto de Investigación Biomédica de Salamanca (IBSAL),Other,8,0
"Director Gerente de la Empresa Municipal de Transports Urbans de Palma, S. A.",Other,8,0
"Empresa Municipal de Transportes de Madrid, S.A.",Infrastructure & Hardware,8,6
"Empresa Nacional de Residuos Radiactivos, S.A., S.M.E. (ENRESA)",Infrastructure & Hardware,8,7
Fundació per a l'Esport Balear,Other,8,0
Gerencia Territorial de Servicios Sociales de Burgos,Other,8,0
Gerencia de Atención Especializada de Medina del Campo,Other,8,0
Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275,Infrastructure & Hardware,8,3
"Gerencia de Promociones e Iniciativas Municipales de Elche, S.A. (PIMESA)",Other,8,0
Gerencia de TEA Tenerife Espacio de las Artes,Other,8,0
"Gerencia de VIVE Empresa Pública de la Vivienda de Alcalá de Guadaíra, S.L.",Other,8,0
"Gerencia de la Empresa Insular de Artesanía, S.A.",Other,8,0
Gerencia de la Fundación Canaria para el Fomento del Trabajo (FUNCATRA),Other,8,0
Gerencia de la Fundación Universidad Oviedo,Other,8,0
"Gerencia de la Sociedad Municipal Zaragoza Vivienda, S.L.U. (Medio Propio)",Other,8,0
Gerencia del Consorcio de Gestión del Centro de Artesanía de la Comunitat Valenciana,Other,8,0
Gerencia del Instituto Tecnológico y de Energías Renovables S.A.,Other,8,0
Hospital Dr. Moliner. Dirección Económica-Gerencia,Other,8,0
INSS-Dirección Provincial de Málaga,Other,8,0
Inspección General de Sanidad de la Defensa,Software & Development,8,7
Instituto Social de la Marina -Dirección Provincial de Vigo,Other,8,0
Intendente de Ferrol,Infrastructure & Hardware,8,6
Jefatura de Asuntos Económicos de la Fuerza Terrestre,Infrastructure & Hardware,8,7
Jefatura de Enseñanza. Dirección General Guardia Civil,Other,8,0
"Junta Rectora de la Institución Ferial Mercado de Ganados Extr., Feria Muestras Agroganadera (FEREX)",Other,8,0
Junta de Contratación del Ministerio de Justicia,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Camariñas,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Casarrubios del Monte,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Cedeira,Other,8,0
Junta de Gobierno Local del Ayuntamiento de El Molar,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Esquivias,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Pinos Puente,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Simancas,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Valle de Mena,Other,8,0
Junta de Gobierno Local del Ayuntamiento de Zarzalejo,Other,8,0
Junta de Gobierno Local del Concello de Lousame,Other,8,0
Junta de Gobierno Local del Concello de Negreira,Other,8,0
Junta de Gobierno de Redován,Other,8,0
Junta de Gobierno de la Comarca del Bajo Aragón,Other,8,0
Junta de Gobierno del Ajuntament de Moncada,Software & Development,8,7
Junta de Gobierno del Ayuntamiento de Agoncillo,Other,8,0
Junta de Gobierno del Ayuntamiento de Alaior,Other,8,0
